Regiao – Sigla;Estado – Sigla;Produto;Data da Coleta;Valor de Venda;Bandeira
SE;SP;GASOLINA;03/01/2017;3,699;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;ETANOL;03/01/2017;2,899;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;DIESEL;03/01/2017;2,959;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;DIESEL S10;03/01/2017;3,079;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;GNV;03/01/2017;2,099;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;GASOLINA;03/01/2017;3,39;BRANCA
SE;SP;ETANOL;03/01/2017;2,59;BRANCA
SE;SP;DIESEL S10;03/01/2017;2,88;BRANCA
S;RS;GASOLINA;03/01/2017;3,849;BRANCA
S;RS;ETANOL;03/01/2017;3,45;BRANCA
S;RS;GNV;03/01/2017;2,699;BRANCA
NE;BA;GASOLINA;03/01/2017;3,78;BRANCA
NE;BA;DIESEL;03/01/2017;2,98;BRANCA
NE;BA;DIESEL S10;03/01/2017;3,09;BRANCA
S;PR;GASOLINA;02/01/2017;3,86;RODOIL
S;PR;ETANOL;02/01/2017;2,94;RODOIL
S;PR;DIESEL S10;02/01/2017;3,14;RODOIL
N;AC;GASOLINA;03/01/2017;4,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;03/01/2017;4,12;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;03/01/2017;4,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;03/01/2017;4,12;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;03/01/2017;4,47;IPIRANGA
N;AC;ETANOL;03/01/2017;4,03;IPIRANGA
N;AC;DIESEL;03/01/2017;3,94;IPIRANGA
N;AC;GASOLINA;03/01/2017;4,7;BRANCA
N;AC;DIESEL;03/01/2017;4,12;BRANCA
N;AC;GASOLINA;03/01/2017;4,43;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;03/01/2017;3,93;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;03/01/2017;3,98;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;03/01/2017;4,35;BRANCA
N;AC;DIESEL;03/01/2017;3,94;BRANCA
N;AC;GASOLINA;04/01/2017;4,17;PETROBRAS DISTRIBUIDORA S.A.
SE;SP;GASOLINA;06/07/2017;3,11;BRANCA
SE;SP;ETANOL;06/07/2017;2,02;BRANCA
SE;SP;DIESEL S10;06/07/2017;2,86;BRANCA
NE;BA;GASOLINA;05/07/2017;3,599;BRANCA
NE;BA;DIESEL;05/07/2017;2,87;BRANCA
NE;BA;DIESEL S10;05/07/2017;2,97;BRANCA
S;PR;GASOLINA;04/07/2017;3,68;RODOIL
S;PR;ETANOL;04/07/2017;2,78;RODOIL
S;PR;DIESEL S10;04/07/2017;2,95;RODOIL
N;AC;GASOLINA;03/07/2017;4,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;03/07/2017;4,22;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;03/07/2017;4,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;03/07/2017;4,22;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;03/07/2017;4,64;IPIRANGA
N;AC;ETANOL;03/07/2017;4,09;IPIRANGA
N;AC;DIESEL;03/07/2017;4,16;IPIRANGA
N;AC;GASOLINA;03/07/2017;4,7;BRANCA
N;AC;DIESEL;03/07/2017;4,22;BRANCA
N;AC;DIESEL S10;03/07/2017;4,26;BRANCA
N;AC;GASOLINA;03/07/2017;4,67;BRANCA
N;AC;DIESEL;03/07/2017;4,18;BRANCA
N;AC;DIESEL S10;03/07/2017;4,23;BRANCA
N;AC;GASOLINA;03/07/2017;4,6;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;03/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;03/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;03/07/2017;4,62;ATEM' S
N;AC;GASOLINA;06/07/2017;3,83;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,6;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,85;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,6;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,9;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,45;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,53;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,89;EQUADOR
N;AC;ETANOL;06/07/2017;3,15;EQUADOR
N;AC;DIESEL;06/07/2017;3,62;EQUADOR
N;AC;DIESEL S10;06/07/2017;3,7;EQUADOR
N;AC;GASOLINA;06/07/2017;3,9;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,6;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,85;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,53;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,5;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,58;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,89;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,64;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,64;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,79;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,55;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,55;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,7;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,83;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,71;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,9;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,58;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,59;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,64;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;4,1;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,69;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,79;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,71;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,81;SABBÁ
N;AC;ETANOL;06/07/2017;3,64;SABBÁ
N;AC;DIESEL S10;06/07/2017;3,65;SABBÁ
N;AC;GASOLINA;06/07/2017;3,9;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,89;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,5;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,59;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,6;PETROBRAS DISTRIBUIDORA S.A.
N;AC;GASOLINA;06/07/2017;3,89;PETROBRAS DISTRIBUIDORA S.A.
N;AC;ETANOL;06/07/2017;3,59;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL;06/07/2017;3,59;PETROBRAS DISTRIBUIDORA S.A.
N;AC;DIESEL S10;06/07/2017;3,69;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,73;BRANCA
NE;AL;ETANOL;04/07/2017;2,85;BRANCA
NE;AL;DIESEL S10;04/07/2017;2,8;BRANCA
NE;AL;GASOLINA;04/07/2017;3,849;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,39;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;3,099;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,149;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,699;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;2,999;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,899;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;2,949;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,6;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,29;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,05;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,72;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,89;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;2,95;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,599;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,489;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,999;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,129;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,72;BRANCA
NE;AL;ETANOL;04/07/2017;3,15;BRANCA
NE;AL;DIESEL;04/07/2017;2,89;BRANCA
NE;AL;GASOLINA;04/07/2017;3,75;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,99;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;2,999;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,76;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,2;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;2,99;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,599;RAIZEN
NE;AL;ETANOL;04/07/2017;3,29;RAIZEN
NE;AL;DIESEL S10;04/07/2017;3,05;RAIZEN
NE;AL;ETANOL;04/07/2017;3,54;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;3,087;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,187;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,862;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,506;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,858;BRANCA
NE;AL;ETANOL;04/07/2017;3,49;BRANCA
NE;AL;DIESEL;04/07/2017;3,078;BRANCA
NE;AL;DIESEL S10;04/07/2017;3,17;BRANCA
NE;AL;GASOLINA;04/07/2017;3,749;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,229;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;3,059;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,129;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GNV;04/07/2017;2,84;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,67;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,17;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,95;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,65;BRANCA
NE;AL;ETANOL;04/07/2017;3,19;BRANCA
NE;AL;DIESEL;04/07/2017;2,89;BRANCA
NE;AL;GASOLINA;04/07/2017;3,65;BRANCA
NE;AL;ETANOL;04/07/2017;3,19;BRANCA
NE;AL;DIESEL;04/07/2017;2,89;BRANCA
NE;AL;GASOLINA;04/07/2017;3,68;IPIRANGA
NE;AL;ETANOL;04/07/2017;3,19;IPIRANGA
NE;AL;DIESEL;04/07/2017;2,97;IPIRANGA
NE;AL;DIESEL S10;04/07/2017;2,99;IPIRANGA
NE;AL;GASOLINA;04/07/2017;3,678;RAIZEN
NE;AL;ETANOL;04/07/2017;3,378;RAIZEN
NE;AL;DIESEL;04/07/2017;2,978;RAIZEN
NE;AL;DIESEL S10;04/07/2017;3,078;RAIZEN
NE;AL;DIESEL;04/07/2017;2,99;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,129;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,679;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,229;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,979;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,079;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,799;RAIZEN
NE;AL;ETANOL;04/07/2017;3,179;RAIZEN
NE;AL;DIESEL;04/07/2017;2,8;RAIZEN
NE;AL;GASOLINA;04/07/2017;3,759;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,399;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,999;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,09;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,69;BRANCA
NE;AL;ETANOL;04/07/2017;3,05;BRANCA
NE;AL;DIESEL S10;04/07/2017;3,05;BRANCA
NE;AL;GASOLINA;04/07/2017;3,819;BRANCA
NE;AL;ETANOL;04/07/2017;3,099;BRANCA
NE;AL;DIESEL;04/07/2017;3,059;BRANCA
NE;AL;DIESEL S10;04/07/2017;3,159;BRANCA
NE;AL;GASOLINA;04/07/2017;3,739;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,02;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,799;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;2,919;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,729;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,349;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,04;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,87;SETTA DISTRIBUIDORA
NE;AL;ETANOL;04/07/2017;3,43;SETTA DISTRIBUIDORA
NE;AL;DIESEL;04/07/2017;3,04;SETTA DISTRIBUIDORA
NE;AL;GASOLINA;04/07/2017;3,74;BRANCA
NE;AL;DIESEL;04/07/2017;2,94;BRANCA
NE;AL;GASOLINA;04/07/2017;3,739;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,48;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,939;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,01;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;GASOLINA;04/07/2017;3,72;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ETANOL;04/07/2017;3,36;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL;04/07/2017;2,89;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DIESEL S10;04/07/2017;3,02;PETROBRAS DISTRIBUIDORA S.A.
N;AM;GASOLINA;06/07/2017;3,79;IPIRANGA
N;AM;DIESEL;06/07/2017;2,95;IPIRANGA
N;AM;DIESEL S10;06/07/2017;3,25;IPIRANGA
N;AM;GASOLINA;04/07/2017;3,99;EQUADOR
N;AM;ETANOL;04/07/2017;3,89;EQUADOR
N;AM;DIESEL;04/07/2017;3,6;EQUADOR
N;AM;DIESEL S10;04/07/2017;3,7;EQUADOR
N;AM;GASOLINA;04/07/2017;3,98;BRANCA
N;AM;DIESEL S10;04/07/2017;3,49;BRANCA
N;AM;GASOLINA;04/07/2017;3,99;PETROBRAS DISTRIBUIDORA S.A.
N;AM;ETANOL;04/07/2017;3,85;PETROBRAS DISTRIBUIDORA S.A.
N;AM;DIESEL;04/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AM;DIESEL S10;04/07/2017;3,78;PETROBRAS DISTRIBUIDORA S.A.
N;AM;GASOLINA;04/07/2017;3,99;PETROBRAS DISTRIBUIDORA S.A.
N;AM;ETANOL;04/07/2017;3,85;PETROBRAS DISTRIBUIDORA S.A.
N;AM;DIESEL;04/07/2017;3,65;PETROBRAS DISTRIBUIDORA S.A.
N;AM;DIESEL S10;04/07/2017;3,78;PETROBRAS DISTRIBUIDORA S.A.
N;AM;GASOLINA;04/07/2017;3,99;ATEM' S
N;AM;DIESEL;04/07/2017;3,67;ATEM' S
N;AM;GASOLINA;04/07/2017;3,99;ATEM' S
N;AM;DIESEL;04/07/2017;3,53;ATEM' S
N;AM;GASOLINA;04/07/2017;4,3;BRANCA
N;AM;DIESEL;04/07/2017;3,68;BRANCA
N;AM;GASOLINA;04/07/2017;3,95;BRANCA
N;AM;DIESEL;04/07/2017;3,55;BRANCA
N;AM;DIESEL S10;04/07/2017;3,65;BRANCA
N;AM;GASOLINA;04/07/2017;3,95;BRANCA
N;AM;DIESEL;04/07/2017;3,55;BRANCA
N;AM;GASOLINA;04/07/2017;3,99;ATEM' S
N;AM;DIESEL S10;04/07/2017;3,85;ATEM' S
N;AM;GASOLINA;06/07/2017;3,999;BRANCA
N;AM;DIESEL;06/07/2017;3,39;BRANCA
N;AM;GASOLINA;06/07/2017;4,06;BRANCA
N;AM;DIESEL;06/07/2017;3,4;BRANCA
N;AM;GASOLINA;06/07/2017;4;BRANCA
N;AM;DIESEL;06/07/2017;3,1;BRANCA
N;AP;GASOLINA;03/07/2017;3,69;IPIRANGA
N;AP;DIESEL;03/07/2017;3,59;IPIRANGA
N;AP;DIESEL S10;03/07/2017;3,99;IPIRANGA
N;AP;DIESEL;03/07/2017;3,29;IPIRANGA
N;AP;GASOLINA;03/07/2017;3,39;BRANCA
N;AP;DIESEL;03/07/2017;3,29;BRANCA
N;AP;DIESEL S10;03/07/2017;4,05;PETROBRAS DISTRIBUIDORA S.A.
N;AP;DIESEL S10;03/07/2017;4,05;PETROBRAS DISTRIBUIDORA S.A.
N;AP;GASOLINA;03/07/2017;3,67;IPIRANGA
N;AP;DIESEL;03/07/2017;3,33;IPIRANGA
N;AP;DIESEL;03/07/2017;3,33;IPIRANGA
N;AP;DIESEL;03/07/2017;3,33;PETROBRAS DISTRIBUIDORA S.A.
N;AP;GASOLINA;03/07/2017;3,62;PETROBRAS DISTRIBUIDORA S.A.
N;AP;DIESEL;03/07/2017;3,39;PETROBRAS DISTRIBUIDORA S.A.
N;AP;DIESEL S10;03/07/2017;3,92;PETROBRAS DISTRIBUIDORA S.A.
N;AP;GASOLINA;03/07/2017;3,39;IPIRANGA
N;AP;DIESEL;03/07/2017;3,45;IPIRANGA
N;AP;DIESEL S10;03/07/2017;3,89;IPIRANGA
NE;BA;GASOLINA;04/07/2017;3,46;BRANCA
NE;BA;ETANOL;04/07/2017;2,77;BRANCA
NE;BA;DIESEL;04/07/2017;2,619;BRANCA
NE;BA;DIESEL S10;04/07/2017;2,789;BRANCA
NE;BA;GASOLINA;04/07/2017;3,599;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ETANOL;04/07/2017;2,999;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;DIESEL S10;04/07/2017;3,089;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;GASOLINA;04/07/2017;3,599;PETROSERRA
NE;BA;ETANOL;04/07/2017;2,99;PETROSERRA
NE;BA;DIESEL;04/07/2017;2,989;PETROSERRA
NE;BA;DIESEL S10;04/07/2017;3,149;PETROSERRA
NE;BA;GASOLINA;04/07/2017;3,299;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ETANOL;04/07/2017;2,79;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;DIESEL;04/07/2017;2,699;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;DIESEL S10;04/07/2017;2,799;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;GASOLINA;04/07/2017;3,52;RAIZEN
NE;BA;ETANOL;04/07/2017;2,82;RAIZEN
NE;BA;DIESEL;04/07/2017;2,869;RAIZEN
NE;BA;DIESEL S10;04/07/2017;2,999;RAIZEN
NE;BA;GASOLINA;04/07/2017;3,499;BRANCA
NE;BA;ETANOL;04/07/2017;2,869;BRANCA
NE;BA;DIESEL;04/07/2017;2,93;BRANCA
NE;BA;GASOLINA;04/07/2017;3,599;PETROBAHIA
NE;BA;ETANOL;04/07/2017;2,999;PETROBAHIA
NE;BA;DIESEL;04/07/2017;2,899;PETROBAHIA
NE;BA;ETANOL;04/07/2017;2,89;BRANCA
NE;BA;DIESEL;04/07/2017;3,09;BRANCA
NE;BA;DIESEL S10;04/07/2017;3,23;BRANCA
NE;BA;ETANOL;04/07/2017;2,89;BRANCA
NE;BA;DIESEL;04/07/2017;3,09;BRANCA
NE;BA;DIESEL S10;04/07/2017;3,23;BRANCA
NE;BA;ETANOL;04/07/2017;2,89;BRANCA
NE;BA;DIESEL;04/07/2017;3,09;BRANCA
NE;BA;DIESEL S10;04/07/2017;3,23;BRANCA
NE;BA;ETANOL;04/07/2017;2,699;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;DIESEL;04/07/2017;3,099;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;DIESEL S10;04/07/2017;3,199;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;GASOLINA;04/07/2017;4,099;RAIZEN
NE;BA;ETANOL;04/07/2017;3,249;RAIZEN
NE;BA;DIESEL;04/07/2017;3,229;RAIZEN
NE;BA;DIESEL S10;04/07/2017;3,349;RAIZEN
NE;BA;GASOLINA;05/07/2017;3,889;RAIZEN
NE;BA;ETANOL;05/07/2017;3,09;RAIZEN
NE;BA;DIESEL S10;05/07/2017;3,19;RAIZEN
NE;BA;GASOLINA;05/07/2017;3,87;BRANCA
NE;BA;ETANOL;05/07/2017;3,12;BRANCA
NE;BA;DIESEL;05/07/2017;3,16;BRANCA
NE;BA;GASOLINA;05/07/2017;3,869;BRANCA
NE;BA;ETANOL;05/07/2017;3,079;BRANCA
NE;BA;DIESEL S10;05/07/2017;3,179;BRANCA
NE;BA;GASOLINA;05/07/2017;3,999;RAIZEN
